Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
2020-03-22 09:00:00+00:00,N.Y.C.,61761,14.51,1.1,0.0
2020-03-22 10:00:00+00:00,N.Y.C.,61761,14.13,1.13,0.0
2020-03-22 11:00:00+00:00,N.Y.C.,61761,15.09,1.27,0.0
2020-03-22 12:00:00+00:00,N.Y.C.,61761,16.24,1.45,0.0
2020-03-22 13:00:00+00:00,N.Y.C.,61761,16.06,1.47,-0.01
2020-03-22 14:00:00+00:00,N.Y.C.,61761,14.26,1.27,0.0
2020-03-22 15:00:00+00:00,N.Y.C.,61761,14.17,1.27,-0.01
2020-03-22 16:00:00+00:00,N.Y.C.,61761,13.25,1.19,-0.01
2020-03-22 17:00:00+00:00,N.Y.C.,61761,12.66,1.1,0.0
2020-03-22 18:00:00+00:00,N.Y.C.,61761,12.51,1.07,0.0
2020-03-22 19:00:00+00:00,N.Y.C.,61761,12.84,1.17,0.0
2020-03-22 20:00:00+00:00,N.Y.C.,61761,13.62,1.28,-0.01
2020-03-22 21:00:00+00:00,N.Y.C.,61761,15.23,1.48,-0.01
2020-03-22 22:00:00+00:00,N.Y.C.,61761,16.73,1.66,0.0
2020-03-22 23:00:00+00:00,N.Y.C.,61761,22.1,2.15,0.0
2020-03-23 00:00:00+00:00,N.Y.C.,61761,20.72,2.07,0.0
2020-03-23 01:00:00+00:00,N.Y.C.,61761,17.63,1.79,-0.04
2020-03-23 02:00:00+00:00,N.Y.C.,61761,15.65,1.59,-0.01
2020-03-23 03:00:00+00:00,N.Y.C.,61761,13.77,1.39,-0.03
2020-03-23 04:00:00+00:00,N.Y.C.,61761,14.24,1.33,0.0
2020-03-23 05:00:00+00:00,N.Y.C.,61761,12.64,1.11,0.0
2020-03-23 06:00:00+00:00,N.Y.C.,61761,12.28,1.09,0.0
2020-03-23 07:00:00+00:00,N.Y.C.,61761,12.27,1.07,0.0
2020-03-23 08:00:00+00:00,N.Y.C.,61761,12.64,1.08,0.0
2020-03-23 09:00:00+00:00,N.Y.C.,61761,13.88,1.25,0.0
2020-03-23 10:00:00+00:00,N.Y.C.,61761,14.41,1.3,-0.76
2020-03-23 11:00:00+00:00,N.Y.C.,61761,16.59,1.68,0.0
2020-03-23 12:00:00+00:00,N.Y.C.,61761,18.77,1.97,0.0
2020-03-23 13:00:00+00:00,N.Y.C.,61761,19.86,2.19,0.0
2020-03-23 14:00:00+00:00,N.Y.C.,61761,19.5,2.15,0.0
2020-03-23 15:00:00+00:00,N.Y.C.,61761,18.71,2.09,0.0
2020-03-23 16:00:00+00:00,N.Y.C.,61761,18.59,2.12,-0.02
2020-03-23 17:00:00+00:00,N.Y.C.,61761,18.26,2.01,-0.02
2020-03-23 18:00:00+00:00,N.Y.C.,61761,16.5,1.81,-0.02
2020-03-23 19:00:00+00:00,N.Y.C.,61761,17.31,1.88,0.0
2020-03-23 20:00:00+00:00,N.Y.C.,61761,18.35,1.97,0.0
2020-03-23 21:00:00+00:00,N.Y.C.,61761,18.67,1.91,0.0
2020-03-23 22:00:00+00:00,N.Y.C.,61761,21.07,2.16,0.0
2020-03-23 23:00:00+00:00,N.Y.C.,61761,23.18,2.41,0.0
2020-03-24 00:00:00+00:00,N.Y.C.,61761,21.44,2.18,0.0
2020-03-24 01:00:00+00:00,N.Y.C.,61761,17.7,1.81,0.0
2020-03-24 02:00:00+00:00,N.Y.C.,61761,15.41,1.51,0.0
2020-03-24 03:00:00+00:00,N.Y.C.,61761,13.76,1.32,0.0
2020-03-24 04:00:00+00:00,N.Y.C.,61761,15.07,1.17,0.0
2020-03-24 05:00:00+00:00,N.Y.C.,61761,13.22,1.0,0.0
2020-03-24 06:00:00+00:00,N.Y.C.,61761,12.76,0.96,0.0
2020-03-24 07:00:00+00:00,N.Y.C.,61761,12.71,0.95,0.0
2020-03-24 08:00:00+00:00,N.Y.C.,61761,13.08,0.94,0.0
2020-03-24 09:00:00+00:00,N.Y.C.,61761,14.58,1.02,0.0
2020-03-24 10:00:00+00:00,N.Y.C.,61761,16.71,1.32,0.0
2020-03-24 11:00:00+00:00,N.Y.C.,61761,19.04,1.62,0.0
2020-03-24 12:00:00+00:00,N.Y.C.,61761,19.9,1.81,0.0
2020-03-24 13:00:00+00:00,N.Y.C.,61761,19.66,1.84,0.0
2020-03-24 14:00:00+00:00,N.Y.C.,61761,18.23,1.78,0.0
2020-03-24 15:00:00+00:00,N.Y.C.,61761,17.01,1.63,0.0
2020-03-24 16:00:00+00:00,N.Y.C.,61761,16.16,1.56,0.0
2020-03-24 17:00:00+00:00,N.Y.C.,61761,15.38,1.42,0.0
2020-03-24 18:00:00+00:00,N.Y.C.,61761,14.75,1.38,0.0
2020-03-24 19:00:00+00:00,N.Y.C.,61761,15.15,1.43,0.0
2020-03-24 20:00:00+00:00,N.Y.C.,61761,15.8,1.51,0.0
2020-03-24 21:00:00+00:00,N.Y.C.,61761,18.15,1.74,0.0
2020-03-24 22:00:00+00:00,N.Y.C.,61761,20.53,2.03,0.0
2020-03-24 23:00:00+00:00,N.Y.C.,61761,21.76,2.14,0.0
2020-03-25 00:00:00+00:00,N.Y.C.,61761,19.42,1.88,0.0
2020-03-25 01:00:00+00:00,N.Y.C.,61761,16.36,1.58,0.0
2020-03-25 02:00:00+00:00,N.Y.C.,61761,15.16,1.34,0.0
2020-03-25 03:00:00+00:00,N.Y.C.,61761,13.49,1.14,0.0
2020-03-25 04:00:00+00:00,N.Y.C.,61761,14.16,1.06,0.0
2020-03-25 05:00:00+00:00,N.Y.C.,61761,12.5,0.87,0.0
2020-03-25 06:00:00+00:00,N.Y.C.,61761,12.01,0.79,0.0
2020-03-25 07:00:00+00:00,N.Y.C.,61761,11.78,0.79,0.0
2020-03-25 08:00:00+00:00,N.Y.C.,61761,11.98,0.81,0.0
2020-03-25 09:00:00+00:00,N.Y.C.,61761,13.13,0.93,0.0
2020-03-25 10:00:00+00:00,N.Y.C.,61761,16.02,1.31,0.0
2020-03-25 11:00:00+00:00,N.Y.C.,61761,17.59,1.69,0.0
2020-03-25 12:00:00+00:00,N.Y.C.,61761,18.83,1.85,0.0
2020-03-25 13:00:00+00:00,N.Y.C.,61761,19.35,1.92,0.0
2020-03-25 14:00:00+00:00,N.Y.C.,61761,19.42,1.95,-0.01
2020-03-25 15:00:00+00:00,N.Y.C.,61761,19.19,1.9,0.0
2020-03-25 16:00:00+00:00,N.Y.C.,61761,18.19,1.86,0.0
2020-03-25 17:00:00+00:00,N.Y.C.,61761,18.04,1.85,0.0
2020-03-25 18:00:00+00:00,N.Y.C.,61761,16.71,1.7,-0.01
2020-03-25 19:00:00+00:00,N.Y.C.,61761,16.42,1.65,0.0
2020-03-25 20:00:00+00:00,N.Y.C.,61761,16.59,1.66,0.0
2020-03-25 21:00:00+00:00,N.Y.C.,61761,17.62,1.79,0.0
2020-03-25 22:00:00+00:00,N.Y.C.,61761,18.9,1.86,0.0
2020-03-25 23:00:00+00:00,N.Y.C.,61761,20.79,2.08,0.0
2020-03-26 00:00:00+00:00,N.Y.C.,61761,18.86,1.87,0.0
2020-03-26 01:00:00+00:00,N.Y.C.,61761,16.38,1.62,0.0
2020-03-26 02:00:00+00:00,N.Y.C.,61761,14.7,1.36,0.0
2020-03-26 03:00:00+00:00,N.Y.C.,61761,13.29,1.15,0.0
2020-03-26 04:00:00+00:00,N.Y.C.,61761,13.54,1.14,0.0
2020-03-26 05:00:00+00:00,N.Y.C.,61761,12.59,0.98,0.0
2020-03-26 06:00:00+00:00,N.Y.C.,61761,12.02,0.92,0.0
2020-03-26 07:00:00+00:00,N.Y.C.,61761,12.01,0.92,0.0
2020-03-26 08:00:00+00:00,N.Y.C.,61761,12.25,0.92,0.0
2020-03-26 09:00:00+00:00,N.Y.C.,61761,13.23,1.06,0.0
2020-03-26 10:00:00+00:00,N.Y.C.,61761,15.49,1.32,-0.53
2020-03-26 11:00:00+00:00,N.Y.C.,61761,18.7,1.51,-2.5
2020-03-26 12:00:00+00:00,N.Y.C.,61761,18.88,1.77,-0.53
2020-03-26 13:00:00+00:00,N.Y.C.,61761,18.83,1.81,-0.53
2020-03-26 14:00:00+00:00,N.Y.C.,61761,17.49,1.72,-0.4
2020-03-26 15:00:00+00:00,N.Y.C.,61761,16.83,1.71,0.0
2020-03-26 16:00:00+00:00,N.Y.C.,61761,15.96,1.61,-0.01
2020-03-26 17:00:00+00:00,N.Y.C.,61761,15.06,1.5,-0.01
2020-03-26 18:00:00+00:00,N.Y.C.,61761,14.7,1.47,-0.01
2020-03-26 19:00:00+00:00,N.Y.C.,61761,15.39,1.54,-0.01
2020-03-26 20:00:00+00:00,N.Y.C.,61761,16.19,1.62,-0.01
2020-03-26 21:00:00+00:00,N.Y.C.,61761,17.8,1.82,0.0
2020-03-26 22:00:00+00:00,N.Y.C.,61761,18.55,1.85,0.0
2020-03-26 23:00:00+00:00,N.Y.C.,61761,19.87,1.95,0.0
2020-03-27 00:00:00+00:00,N.Y.C.,61761,19.12,1.86,0.0
2020-03-27 01:00:00+00:00,N.Y.C.,61761,16.82,1.63,0.0
2020-03-27 02:00:00+00:00,N.Y.C.,61761,15.28,1.43,0.0
2020-03-27 03:00:00+00:00,N.Y.C.,61761,13.97,1.2,0.0
2020-03-27 04:00:00+00:00,N.Y.C.,61761,14.26,1.17,0.0
2020-03-27 05:00:00+00:00,N.Y.C.,61761,13.06,1.04,0.0
2020-03-27 06:00:00+00:00,N.Y.C.,61761,12.3,0.82,0.0
2020-03-27 07:00:00+00:00,N.Y.C.,61761,12.52,0.9,0.0
2020-03-27 08:00:00+00:00,N.Y.C.,61761,12.55,0.91,0.0
2020-03-27 09:00:00+00:00,N.Y.C.,61761,13.72,1.0,0.0
2020-03-27 10:00:00+00:00,N.Y.C.,61761,15.74,1.23,0.0
2020-03-27 11:00:00+00:00,N.Y.C.,61761,16.24,1.49,0.0
2020-03-27 12:00:00+00:00,N.Y.C.,61761,18.23,1.73,0.0
2020-03-27 13:00:00+00:00,N.Y.C.,61761,18.73,1.79,0.0
2020-03-27 14:00:00+00:00,N.Y.C.,61761,18.18,1.76,0.0
2020-03-27 15:00:00+00:00,N.Y.C.,61761,17.81,1.77,0.0
2020-03-27 16:00:00+00:00,N.Y.C.,61761,16.64,1.58,0.0
2020-03-27 17:00:00+00:00,N.Y.C.,61761,15.92,1.47,0.0
2020-03-27 18:00:00+00:00,N.Y.C.,61761,15.21,1.38,0.0
2020-03-27 19:00:00+00:00,N.Y.C.,61761,14.92,1.34,0.0
2020-03-27 20:00:00+00:00,N.Y.C.,61761,15.09,1.4,-0.01
2020-03-27 21:00:00+00:00,N.Y.C.,61761,16.07,1.59,0.0
2020-03-27 22:00:00+00:00,N.Y.C.,61761,17.24,1.76,0.0
2020-03-27 23:00:00+00:00,N.Y.C.,61761,18.55,1.84,0.0
2020-03-28 00:00:00+00:00,N.Y.C.,61761,18.0,1.72,0.0
2020-03-28 01:00:00+00:00,N.Y.C.,61761,16.31,1.48,0.0
2020-03-28 02:00:00+00:00,N.Y.C.,61761,15.1,1.27,0.0
2020-03-28 03:00:00+00:00,N.Y.C.,61761,13.93,1.1,0.0
2020-03-28 04:00:00+00:00,N.Y.C.,61761,13.39,1.11,0.0
2020-03-28 05:00:00+00:00,N.Y.C.,61761,12.45,0.92,0.0
2020-03-28 06:00:00+00:00,N.Y.C.,61761,11.63,0.84,0.0
2020-03-28 07:00:00+00:00,N.Y.C.,61761,11.28,0.81,0.0
2020-03-28 08:00:00+00:00,N.Y.C.,61761,11.36,0.8,0.0
2020-03-28 09:00:00+00:00,N.Y.C.,61761,11.81,0.84,0.0
2020-03-28 10:00:00+00:00,N.Y.C.,61761,11.99,0.83,0.0
2020-03-28 11:00:00+00:00,N.Y.C.,61761,12.55,0.96,0.0
2020-03-28 12:00:00+00:00,N.Y.C.,61761,14.03,1.12,0.0
2020-03-28 13:00:00+00:00,N.Y.C.,61761,14.76,1.22,0.0
2020-03-28 14:00:00+00:00,N.Y.C.,61761,14.67,1.24,0.0
2020-03-28 15:00:00+00:00,N.Y.C.,61761,14.42,1.2,0.0
2020-03-28 16:00:00+00:00,N.Y.C.,61761,14.09,1.21,0.0
2020-03-28 17:00:00+00:00,N.Y.C.,61761,13.37,1.13,0.0
2020-03-28 18:00:00+00:00,N.Y.C.,61761,12.74,1.12,0.0
2020-03-28 19:00:00+00:00,N.Y.C.,61761,12.7,1.09,0.0
2020-03-28 20:00:00+00:00,N.Y.C.,61761,13.28,1.16,0.0
2020-03-28 21:00:00+00:00,N.Y.C.,61761,14.45,1.37,0.0
2020-03-28 22:00:00+00:00,N.Y.C.,61761,15.44,1.38,-0.28
2020-03-28 23:00:00+00:00,N.Y.C.,61761,17.08,1.39,-1.87
2020-03-29 00:00:00+00:00,N.Y.C.,61761,16.15,1.34,-1.43
2020-03-29 01:00:00+00:00,N.Y.C.,61761,15.04,1.18,-2.15
2020-03-29 02:00:00+00:00,N.Y.C.,61761,13.89,1.15,-1.11
2020-03-29 03:00:00+00:00,N.Y.C.,61761,12.25,0.91,-1.23
2020-03-29 04:00:00+00:00,N.Y.C.,61761,12.9,0.98,-1.24
2020-03-29 05:00:00+00:00,N.Y.C.,61761,11.84,0.85,-1.36
2020-03-29 06:00:00+00:00,N.Y.C.,61761,11.0,0.77,-1.46
2020-03-29 07:00:00+00:00,N.Y.C.,61761,10.77,0.65,-2.8
2020-03-29 08:00:00+00:00,N.Y.C.,61761,10.85,0.58,-3.54
2020-03-29 09:00:00+00:00,N.Y.C.,61761,10.59,0.57,-3.2
2020-03-29 10:00:00+00:00,N.Y.C.,61761,10.63,0.56,-3.49
2020-03-29 11:00:00+00:00,N.Y.C.,61761,12.13,0.63,-4.15
2020-03-29 12:00:00+00:00,N.Y.C.,61761,13.18,0.87,-2.59
2020-03-29 13:00:00+00:00,N.Y.C.,61761,14.06,1.03,-1.47
2020-03-29 14:00:00+00:00,N.Y.C.,61761,14.07,1.04,-1.43
2020-03-29 15:00:00+00:00,N.Y.C.,61761,14.65,1.07,-1.98
2020-03-29 16:00:00+00:00,N.Y.C.,61761,14.14,1.07,-1.62
2020-03-29 17:00:00+00:00,N.Y.C.,61761,13.51,1.02,-1.62
2020-03-29 18:00:00+00:00,N.Y.C.,61761,12.63,0.9,-2.06
2020-03-29 19:00:00+00:00,N.Y.C.,61761,12.54,0.95,-1.59
2020-03-29 20:00:00+00:00,N.Y.C.,61761,13.04,1.0,-1.52
2020-03-29 21:00:00+00:00,N.Y.C.,61761,14.32,1.14,-1.59
2020-03-29 22:00:00+00:00,N.Y.C.,61761,16.25,1.15,-3.47
2020-03-29 23:00:00+00:00,N.Y.C.,61761,18.97,1.21,-5.31
2020-03-30 00:00:00+00:00,N.Y.C.,61761,18.66,1.28,-4.66
2020-03-30 01:00:00+00:00,N.Y.C.,61761,14.32,1.13,-2.1
2020-03-30 02:00:00+00:00,N.Y.C.,61761,13.03,1.05,-1.05
2020-03-30 03:00:00+00:00,N.Y.C.,61761,12.15,0.78,-3.08
2020-03-30 04:00:00+00:00,N.Y.C.,61761,12.37,0.81,-2.39
2020-03-30 05:00:00+00:00,N.Y.C.,61761,11.01,0.62,-3.3
2020-03-30 06:00:00+00:00,N.Y.C.,61761,10.62,0.58,-3.14
2020-03-30 07:00:00+00:00,N.Y.C.,61761,10.24,0.57,-2.67
2020-03-30 08:00:00+00:00,N.Y.C.,61761,10.15,0.55,-2.61
2020-03-30 09:00:00+00:00,N.Y.C.,61761,10.92,0.7,-1.31
2020-03-30 10:00:00+00:00,N.Y.C.,61761,13.51,0.83,-2.52
2020-03-30 11:00:00+00:00,N.Y.C.,61761,14.33,1.31,0.0
2020-03-30 12:00:00+00:00,N.Y.C.,61761,16.53,1.62,-0.49
2020-03-30 13:00:00+00:00,N.Y.C.,61761,17.67,1.69,-0.86
2020-03-30 14:00:00+00:00,N.Y.C.,61761,16.76,1.67,0.0
2020-03-30 15:00:00+00:00,N.Y.C.,61761,16.51,1.66,0.0
2020-03-30 16:00:00+00:00,N.Y.C.,61761,15.88,1.55,0.0
2020-03-30 17:00:00+00:00,N.Y.C.,61761,15.54,1.55,0.0
2020-03-30 18:00:00+00:00,N.Y.C.,61761,14.82,1.38,0.0
2020-03-30 19:00:00+00:00,N.Y.C.,61761,14.43,1.36,0.0
2020-03-30 20:00:00+00:00,N.Y.C.,61761,15.34,1.48,0.0
2020-03-30 21:00:00+00:00,N.Y.C.,61761,17.63,1.73,0.0
2020-03-30 22:00:00+00:00,N.Y.C.,61761,18.49,1.85,0.0
2020-03-30 23:00:00+00:00,N.Y.C.,61761,22.43,2.17,0.0
2020-03-31 00:00:00+00:00,N.Y.C.,61761,21.66,2.09,0.0
2020-03-31 01:00:00+00:00,N.Y.C.,61761,15.69,1.49,0.0
2020-03-31 02:00:00+00:00,N.Y.C.,61761,14.57,1.2,0.0
2020-03-31 03:00:00+00:00,N.Y.C.,61761,13.36,1.07,0.0
2020-03-31 04:00:00+00:00,N.Y.C.,61761,14.46,1.11,0.0
2020-03-31 05:00:00+00:00,N.Y.C.,61761,12.74,0.95,0.0
2020-03-31 06:00:00+00:00,N.Y.C.,61761,12.14,0.85,0.0
2020-03-31 07:00:00+00:00,N.Y.C.,61761,11.96,0.81,0.0
2020-03-31 08:00:00+00:00,N.Y.C.,61761,12.18,0.81,0.0
2020-03-31 09:00:00+00:00,N.Y.C.,61761,13.2,0.86,0.0
2020-03-31 10:00:00+00:00,N.Y.C.,61761,15.33,1.33,0.0
2020-03-31 11:00:00+00:00,N.Y.C.,61761,16.79,1.62,0.0
2020-03-31 12:00:00+00:00,N.Y.C.,61761,17.63,1.79,0.0
2020-03-31 13:00:00+00:00,N.Y.C.,61761,18.16,1.83,0.0
2020-03-31 14:00:00+00:00,N.Y.C.,61761,18.34,1.82,0.0
2020-03-31 15:00:00+00:00,N.Y.C.,61761,17.73,1.77,0.0
2020-03-31 16:00:00+00:00,N.Y.C.,61761,17.2,1.76,0.0
2020-03-31 17:00:00+00:00,N.Y.C.,61761,16.68,1.69,0.0
2020-03-31 18:00:00+00:00,N.Y.C.,61761,15.85,1.56,0.0
2020-03-31 19:00:00+00:00,N.Y.C.,61761,15.41,1.53,0.0
2020-03-31 20:00:00+00:00,N.Y.C.,61761,16.6,1.71,0.0
2020-03-31 21:00:00+00:00,N.Y.C.,61761,17.39,1.75,0.0
2020-03-31 22:00:00+00:00,N.Y.C.,61761,18.12,1.84,0.0
2020-03-31 23:00:00+00:00,N.Y.C.,61761,19.79,1.98,0.0
2020-04-01 00:00:00+00:00,N.Y.C.,61761,18.98,1.93,0.0
2020-04-01 01:00:00+00:00,N.Y.C.,61761,16.42,1.67,0.0
2020-04-01 02:00:00+00:00,N.Y.C.,61761,14.67,1.41,0.0
2020-04-01 03:00:00+00:00,N.Y.C.,61761,13.98,1.19,0.0
2020-04-01 04:00:00+00:00,N.Y.C.,61761,14.5,1.23,0.0
2020-04-01 05:00:00+00:00,N.Y.C.,61761,13.79,1.16,0.0
2020-04-01 06:00:00+00:00,N.Y.C.,61761,13.45,1.1,0.0
2020-04-01 07:00:00+00:00,N.Y.C.,61761,13.45,1.09,0.0
2020-04-01 08:00:00+00:00,N.Y.C.,61761,13.83,1.12,0.0
2020-04-01 09:00:00+00:00,N.Y.C.,61761,14.96,1.21,0.0
2020-04-01 10:00:00+00:00,N.Y.C.,61761,16.39,1.38,0.0
2020-04-01 11:00:00+00:00,N.Y.C.,61761,17.01,1.55,0.0
2020-04-01 12:00:00+00:00,N.Y.C.,61761,18.63,1.77,0.0
2020-04-01 13:00:00+00:00,N.Y.C.,61761,18.63,1.82,0.0
2020-04-01 14:00:00+00:00,N.Y.C.,61761,17.67,1.68,0.0
2020-04-01 15:00:00+00:00,N.Y.C.,61761,17.4,1.72,0.0
2020-04-01 16:00:00+00:00,N.Y.C.,61761,16.4,1.61,0.0
2020-04-01 17:00:00+00:00,N.Y.C.,61761,15.95,1.55,0.0
2020-04-01 18:00:00+00:00,N.Y.C.,61761,15.37,1.52,0.0
2020-04-01 19:00:00+00:00,N.Y.C.,61761,15.28,1.54,0.0
2020-04-01 20:00:00+00:00,N.Y.C.,61761,15.9,1.58,0.0
2020-04-01 21:00:00+00:00,N.Y.C.,61761,17.64,1.73,0.0
2020-04-01 22:00:00+00:00,N.Y.C.,61761,18.79,1.86,0.0
2020-04-01 23:00:00+00:00,N.Y.C.,61761,20.93,2.12,0.0
2020-04-02 00:00:00+00:00,N.Y.C.,61761,20.49,2.03,0.0
2020-04-02 01:00:00+00:00,N.Y.C.,61761,17.55,1.71,0.0
2020-04-02 02:00:00+00:00,N.Y.C.,61761,15.9,1.5,0.0
2020-04-02 03:00:00+00:00,N.Y.C.,61761,15.09,1.42,0.0
2020-04-02 04:00:00+00:00,N.Y.C.,61761,14.1,1.2,0.0
2020-04-02 05:00:00+00:00,N.Y.C.,61761,12.76,1.05,0.0
2020-04-02 06:00:00+00:00,N.Y.C.,61761,12.64,0.98,0.0
2020-04-02 07:00:00+00:00,N.Y.C.,61761,12.64,0.98,0.0
2020-04-02 08:00:00+00:00,N.Y.C.,61761,12.64,0.97,0.0
2020-04-02 09:00:00+00:00,N.Y.C.,61761,12.9,1.03,0.0
2020-04-02 10:00:00+00:00,N.Y.C.,61761,16.48,1.39,-0.02
2020-04-02 11:00:00+00:00,N.Y.C.,61761,17.14,1.59,0.0
2020-04-02 12:00:00+00:00,N.Y.C.,61761,17.58,1.76,0.0
2020-04-02 13:00:00+00:00,N.Y.C.,61761,17.52,1.76,0.0
2020-04-02 14:00:00+00:00,N.Y.C.,61761,16.86,1.72,0.0
2020-04-02 15:00:00+00:00,N.Y.C.,61761,16.7,1.71,-0.1
2020-04-02 16:00:00+00:00,N.Y.C.,61761,15.97,1.62,0.0
2020-04-02 17:00:00+00:00,N.Y.C.,61761,15.18,1.48,0.0
2020-04-02 18:00:00+00:00,N.Y.C.,61761,14.74,1.45,0.0
2020-04-02 19:00:00+00:00,N.Y.C.,61761,14.68,1.44,-0.07
2020-04-02 20:00:00+00:00,N.Y.C.,61761,15.33,1.51,0.0
2020-04-02 21:00:00+00:00,N.Y.C.,61761,17.43,1.73,-0.63
2020-04-02 22:00:00+00:00,N.Y.C.,61761,18.38,1.85,-0.02
2020-04-02 23:00:00+00:00,N.Y.C.,61761,19.8,1.98,0.0
2020-04-03 00:00:00+00:00,N.Y.C.,61761,20.24,1.93,-1.11
2020-04-03 01:00:00+00:00,N.Y.C.,61761,16.86,1.74,0.0
2020-04-03 02:00:00+00:00,N.Y.C.,61761,15.76,1.56,0.0
2020-04-03 03:00:00+00:00,N.Y.C.,61761,14.73,1.29,-0.91
2020-04-03 04:00:00+00:00,N.Y.C.,61761,13.68,1.14,-0.86
2020-04-03 05:00:00+00:00,N.Y.C.,61761,12.11,1.04,0.0
2020-04-03 06:00:00+00:00,N.Y.C.,61761,11.55,0.99,0.0
2020-04-03 07:00:00+00:00,N.Y.C.,61761,11.54,0.98,0.0
2020-04-03 08:00:00+00:00,N.Y.C.,61761,11.93,0.99,0.0
2020-04-03 09:00:00+00:00,N.Y.C.,61761,12.89,1.04,-0.2
2020-04-03 10:00:00+00:00,N.Y.C.,61761,14.4,1.2,-0.96
2020-04-03 11:00:00+00:00,N.Y.C.,61761,15.23,1.42,0.0
2020-04-03 12:00:00+00:00,N.Y.C.,61761,15.79,1.51,0.0
2020-04-03 13:00:00+00:00,N.Y.C.,61761,16.73,1.66,0.0
2020-04-03 14:00:00+00:00,N.Y.C.,61761,16.61,1.66,-0.04
2020-04-03 15:00:00+00:00,N.Y.C.,61761,16.62,1.67,0.0
2020-04-03 16:00:00+00:00,N.Y.C.,61761,16.03,1.61,0.0
2020-04-03 17:00:00+00:00,N.Y.C.,61761,15.39,1.55,0.0
2020-04-03 18:00:00+00:00,N.Y.C.,61761,15.34,1.53,0.0
2020-04-03 19:00:00+00:00,N.Y.C.,61761,15.26,1.49,0.0
2020-04-03 20:00:00+00:00,N.Y.C.,61761,15.33,1.51,0.0
2020-04-03 21:00:00+00:00,N.Y.C.,61761,16.16,1.55,0.0
2020-04-03 22:00:00+00:00,N.Y.C.,61761,16.89,1.59,0.0
2020-04-03 23:00:00+00:00,N.Y.C.,61761,17.99,1.71,-0.02
2020-04-04 00:00:00+00:00,N.Y.C.,61761,17.8,1.62,0.0
2020-04-04 01:00:00+00:00,N.Y.C.,61761,16.14,1.48,0.0
2020-04-04 02:00:00+00:00,N.Y.C.,61761,15.19,1.42,0.0
2020-04-04 03:00:00+00:00,N.Y.C.,61761,13.8,1.32,0.0
2020-04-04 04:00:00+00:00,N.Y.C.,61761,13.89,1.08,-1.12
2020-04-04 05:00:00+00:00,N.Y.C.,61761,12.7,1.03,-0.02
2020-04-04 06:00:00+00:00,N.Y.C.,61761,12.16,0.91,0.0
2020-04-04 07:00:00+00:00,N.Y.C.,61761,12.01,0.88,0.0
2020-04-04 08:00:00+00:00,N.Y.C.,61761,11.66,0.82,0.0
2020-04-04 09:00:00+00:00,N.Y.C.,61761,11.25,0.79,0.0
2020-04-04 10:00:00+00:00,N.Y.C.,61761,11.24,0.81,0.0
2020-04-04 11:00:00+00:00,N.Y.C.,61761,12.62,1.0,0.0
2020-04-04 12:00:00+00:00,N.Y.C.,61761,13.48,1.08,0.0
2020-04-04 13:00:00+00:00,N.Y.C.,61761,14.39,1.19,0.0
2020-04-04 14:00:00+00:00,N.Y.C.,61761,14.36,1.16,0.0
2020-04-04 15:00:00+00:00,N.Y.C.,61761,14.74,1.27,0.0
2020-04-04 16:00:00+00:00,N.Y.C.,61761,13.62,1.17,0.0
2020-04-04 17:00:00+00:00,N.Y.C.,61761,12.97,1.11,0.0
2020-04-04 18:00:00+00:00,N.Y.C.,61761,12.69,1.07,0.0
2020-04-04 19:00:00+00:00,N.Y.C.,61761,12.66,1.05,0.0
2020-04-04 20:00:00+00:00,N.Y.C.,61761,13.69,1.22,0.0
2020-04-04 21:00:00+00:00,N.Y.C.,61761,15.19,1.35,-0.05
2020-04-04 22:00:00+00:00,N.Y.C.,61761,15.43,1.37,-0.05
2020-04-04 23:00:00+00:00,N.Y.C.,61761,17.27,1.46,-0.73
2020-04-05 00:00:00+00:00,N.Y.C.,61761,17.26,1.47,-0.61
2020-04-05 01:00:00+00:00,N.Y.C.,61761,15.31,1.39,-0.07
2020-04-05 02:00:00+00:00,N.Y.C.,61761,14.43,1.28,0.0
2020-04-05 03:00:00+00:00,N.Y.C.,61761,13.18,1.12,-0.4
2020-04-05 04:00:00+00:00,N.Y.C.,61761,12.74,1.07,-0.04
2020-04-05 05:00:00+00:00,N.Y.C.,61761,12.01,0.97,0.0
2020-04-05 06:00:00+00:00,N.Y.C.,61761,11.15,0.86,0.0
2020-04-05 07:00:00+00:00,N.Y.C.,61761,11.13,0.85,0.0
2020-04-05 08:00:00+00:00,N.Y.C.,61761,11.11,0.82,0.0
2020-04-05 09:00:00+00:00,N.Y.C.,61761,11.11,0.82,0.0
2020-04-05 10:00:00+00:00,N.Y.C.,61761,11.06,0.85,0.0
2020-04-05 11:00:00+00:00,N.Y.C.,61761,12.07,0.93,0.0
2020-04-05 12:00:00+00:00,N.Y.C.,61761,12.99,1.06,-0.07
2020-04-05 13:00:00+00:00,N.Y.C.,61761,14.07,1.17,0.0
2020-04-05 14:00:00+00:00,N.Y.C.,61761,14.34,1.15,-0.07
2020-04-05 15:00:00+00:00,N.Y.C.,61761,14.5,1.19,-0.41
2020-04-05 16:00:00+00:00,N.Y.C.,61761,14.05,1.12,-1.11
2020-04-05 17:00:00+00:00,N.Y.C.,61761,13.19,1.12,-0.45
2020-04-05 18:00:00+00:00,N.Y.C.,61761,12.71,1.09,0.0
